yr_cleaned,start,era,era_cleaned,sub_era,sub-sub-era,event_cleaned,source_text,sub-key,type,y-key,pivot,source_cleaned
15 ABY,15,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,"Luke Skywalker restores the Jedi Order.      Ben Solo was sent to train under Luke Skywalker, and Leia Organa eventually resumed her work in the Senate.","Star Wars Is BACK…. On TV with Star Wars Resistance!. Jedinews.co.uk. Archived from the original on August 29, 2019. Retrieved on October 2, 2018. ",1,Canon,3,1,Resistance
15 ABY,15,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,Rey is born.," Star Wars Rebels on Facebook: Purrgil and the hyperspace (February 11, 2016). ""The purrgil didn't invent the technology, but inspired it. Much like how humans studied birds to achieve flight."" (backup link)",0,Canon,4,1,Rebels
15 ABY,15,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Luke Skywalker confronts Brakiss for his dark side leanings. Brakiss flees Yavin 4.,,5,Legends,5,1,Other
15 ABY,15,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,See battles & missions in the Galactic Civil War for this year,,4,Legends,6,1,Other
15 ABY,15,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Sliven is injured badly during a battle between his tribe of Tusken Raiders and a group of smugglers.,,2,Legends,7,1,Other
15 ABY,15,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,"Ailyn Vel concludes that her father, Boba Fett, is dead.",,1,Legends,8,1,Other
15 ABY,15,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Tahiri Veila is orphaned.,,0,Legends,9,1,Other
15 ABY,15,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,Landonis Balthazar Calrissian's daughter is abducted by the First Order.,"According to Star Wars: The Rise of Skywalker: The Visual Dictionary, Luke Skywalker began rebuilding the Jedi Order with Ben Solo as his first student 19 years before the Starkiller Incident. Since The Star Wars Book dates the beginning of Solo's training to 15 ABY, the Order must also have been restored in that year.",3,Canon,10,1,ST
16 ABY,16,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,Izal Garsea is born on the Meridian.,"Star Wars: The Rise of Skywalker: The Visual Dictionary states that Landonis Balthazar Calrissian's daughter was abducted nineteen years before the Starkiller Incident, which Star Wars: Galactic Atlas dates to 34 ABY. Therefore, she must have been abducted in 15 ABY., A Crash of Fate takes place after the Hosnian Cataclysm, which is dated to 34 ABY by Star Wars: Galactic Atlas. As the novel takes place on the day before and day of Izal Garsea's eighteenth birthday, it can be deduced that she was born around 16 ABY.",0,Canon,1,0,ST
16 ABY,16,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,See battles & missions in the Galactic Civil War for this year,,0,Legends,2,0,Other
16 ABY,16,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,The Black Fleet Crisis.,,1,Legends,3,0,Other
16 ABY,16,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Jysella Horn is born. (Approximate date),,2,Legends,4,0,Other
17 ABY,17,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,NK-Witell-class freighter is introduced.,"Star Wars: The Rise of Skywalker: The Visual Dictionary provides this information, and dates the Jedi training of Leia Organa as between her wedding with Han Solo and the birth of Ben Solo, with both having occured thirty years before the Starkiller Incident, which is dated to 34 ABY by Star Wars: Galactic Atlas. As such, Organa's training must have taken place in 4 ABY, and specifically in between her wedding and the birth of Ben Solo. Moreover, Aftermath alludes to Organa not having been trained in the ways of the Force, thus the chronological placement of Organa's training as after the events of Aftermath.",0,Canon,1,1,ST
17 ABY,17,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,See battles & missions in the Galactic Civil War for this year,,2,Legends,2,1,Other
17 ABY,17,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Tycho Celchu marries Winter.,,0,Legends,3,1,Other
17 ABY,17,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,The Almanian Uprising.,,1,Legends,4,1,Other
18 ABY,18,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,"Ponc Gavrisom is elected Chief of State of the New Republic, succeeding Leia Organa Solo.",,3,Legends,1,0,Other
18 ABY,18,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,Torra Doza is born.,A Crash of Fate,0,Canon,2,0,Other
18 ABY,18,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,Jac Lodain is born., Torra Doza in the Databank (backup link),1,Canon,3,0,Other
18 ABY,18,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,Poe Dameron leaves home and joins the Spice Runners of Kijimi.,"A Crash of Fate takes place after the Hosnian Cataclysm, which is dated to 34 ABY by Star Wars: Galactic Atlas. According to Matt Martin, A Crash of Fate takes place before Star Wars: Galaxy's Edge, which is also placed in 34 ABY by a timeline shown at D23 Expo 2019. A Crash of Fate must therefore also be set in 34 ABY. Jac Lodain was sixteen years old in A Crash of Fate, thus placing his birth in 18 ABY.",2,Canon,4,0,Other
18 ABY,18,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Kam Solusar marries Tionne.,,1,Legends,5,0,Other
18 ABY,18,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,The Corellian Insurrection.,,0,Legends,6,0,Other
18 ABY,18,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,See battles & missions in the Galactic Civil War for this year,,4,Legends,7,0,Other
18 ABY,18,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,"Admiral Gilad Pellaeon resurfaces to launch a major offensive against the New Republic, the last gasp of the once-powerful Empire. NR forces under Admiral Gial Ackbar defeat Pellaeon in the Battle of Anx Minor. The Imperial Remnant is reduced to a mere eight backwater sectors in the Outer Rim Territories, now posing no threat whatsoever to the New Republic and/or the Galaxy at large.",,2,Legends,8,0,Other
19 ABY,19,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,Exantor Divo graduates from the Hosnian Prime Academy of Law Enforcement.,Doctor Aphra 33,1,Canon,1,1,Other
19 ABY,19,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,Yama Dex is born on Corellia.,"According to Star Wars: The Rise of Skywalker: The Visual Dictionary, Poe Dameron joined the Spice Runners of Kijimi 16 years before the Starkiller Incident. Since Star Wars: Galactic Atlas dates the Incident to 34 ABY, Poe Dameron joined the Spice Runners of Kijimi in 18 ABY.",0,Canon,2,1,ST
19 ABY,19,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,"Viqi Shesh is elected to the New Republic Senate, representing Kuat.",,0,Legends,3,1,Other
19 ABY,19,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,The Caamas Document Crisis.,,1,Legends,4,1,Other
19 ABY,19,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,"The New Republic and the last fragment of the Empire sign the Pellaeon–Gavrisom Treaty, ending the 21-year-long Galactic Civil War.",Vision of the Future,2,Legends,5,1,Other
19 ABY,19,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,See battles & missions in the Galactic Civil War for this year,,3,Legends,6,1,Other
20 ABY,20,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,Mattis Banz is born on Durkteel.,Resistance Reborn,0,Canon,1,0,Resistance
20 ABY,20,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Luke Skywalker marries Mara Jade.,,0,Legends,2,0,Other
21 ABY,21,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,The First Order begins using Rinnrivin Di's cartel and the Amaxine warriors to procure funds for constructing its navy., Numa in the Encyclopedia (content now obsolete; backup link),0,Canon,1,1,Other
21 ABY,21,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,"Luke Skywalker and Lando Calrissian undertakes a mission to Pasaana, in which the duo tracks Ochi of Bestoon after Skywalker sensed a disturbance in the Force. The two fail to find Ochi, who eventually dies on Pasaana. Calrissian stays on the planet after finding peace and a sense of community amongst the local Aki-Aki.","According to Star Wars: The Rise of Skywalker: The Visual Dictionary, Rey's mother and father died shortly after they left their daughter on Jakku thirteen years before the Starkiller Incident. Since Star Wars: Galactic Atlas dates the Incident to 34 ABY, Rey's parents died around 21 ABY., Vader Immortal: A Star Wars VR Series – Episode I",2,Canon,2,1,ST
21 ABY,21,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Leia Organa Solo is reinstated as Chief of State of the New Republic.,,0,Legends,3,1,Other
21 ABY,21,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,GemDiver Station completes construction.,,1,Legends,4,1,Other
21 ABY,21,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,Sith loyalist Ochi of Bestoon kills Rey's father and mother after the pair sold Rey to Unkar Plutt on Jakku in hopes of isolating the youngling from the reach of the Sith.,"Join the Resistance, Vader Immortal: A Star Wars VR Series – Episode I",1,Canon,5,1,Resistance
22 ABY,22,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Danni Quee joins the Extragalactic Society.,,0,Legends,1,0,Other
22 ABY,22,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,"Their younger brother Anakin Solo joins the Junior Jedi Class of the Academy months later and befriends a young Human girl named Tahiri Veila. The two young trainees have several adventures, including discovering the Golden Globe and the ancient Jedi Master Ikrit and accompanying their Melodie friend Lyric to her homeworld of Yavin 8 to undergo an important ceremony. Anakin later returns to Coruscant where he attended school, developed his piloting skills, and studied under the careful tutelage of C-3PO.",,2,Legends,2,0,Other
22 ABY,22,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Luke and Mara Jade Skywalker travel to the Unknown Regions where they join a Chiss/Empire of the Hand mission to locate the remains of the ill-fated Old Republic/Jedi expedition Outbound Flight. They discover it in an inaccessible region known as the Redoubt and also learn that the survivors of the Outbound Flight have founded a colony within the wreckage. This combined team also defeats a Vagaari attack.,Survivor's Quest,3,Legends,3,0,Other
22 ABY,22,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,"Lando Calrissian's memoir, How to Succeed in Everything, is published.",,4,Legends,4,0,Other
22 ABY,22,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Jacen and Jaina Solo join the Luke Skywalker's Jedi Praxeum on Yavin 4.,,1,Legends,5,0,Other
23 ABY,23,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,"The Diversity Alliance, an extremist anti-Human organization, is formed.",,0,Legends,1,1,Other
23 ABY,23,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Leia Organa Solo resigns her post as Chief of State and the Bothan Borsk Fey'lya replaces her.,,3,Legends,2,1,Other
23 ABY,23,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Sien Sovv becomes Supreme Commander of the New Republic Defense Force.,,4,Legends,3,1,Other
23 ABY,23,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Boba Fett retires from bounty hunting and claims the title of Mandalore.,,5,Legends,4,1,Other
23 ABY,23,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,Poe Dameron leaves the Spice Runners of Kijimi and returns home.,"According to Star Wars: The Rise of Skywalker: The Visual Dictionary, Luke Skywalker and Landonis Balthazar Calrissian undertook a mission to Pasaana after the murder of Rey's parents shortly after they left their daughter on Jakku thirteen years before the Starkiller Incident, which is dated to 34 ABY by Star Wars: Galactic Atlas. Therefore, the mission to Pasaana must have occurred in 21 ABY.",0,Canon,5,1,ST
23 ABY,23,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,"Following the defeat of the Shadow Academy, the Jedi Academy is rebuilt. Anakin Solo also came to aid in the reconstruction efforts.",,2,Legends,6,1,Other
23 ABY,23,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,"Jacen and Jaina Solo fight against the Second Imperium which attempts to disrupt the peace between the New Republic and Imperial Remnant, as it has become known, and restart the Galactic Civil War.",,1,Legends,7,1,Other
24 ABY,24,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,Joph Seastriker enrolls in the New Republic Academy., Numa in the Encyclopedia (content now obsolete; backup link),1,Canon,1,0,Other
24 ABY,24,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,The Scyre warriors Phasma and Frey joins the First Order.,"According to Star Wars: The Rise of Skywalker: The Visual Dictionary, Poe Dameron left the Spice Runners of Kijimi and returned home 11 years before the Starkiller Incident. Since Star Wars: Galactic Atlas dates the Incident to 34 ABY, Poe Dameron must have left the Spice Runners in 23 ABY.",0,Canon,2,0,ST
24 ABY,24,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,The Cooperative Council of Independent Planetary Governments is formed.,Young Jedi Knights: The Emperor's Plague,2,Legends,3,0,Other
24 ABY,24,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Mon Mothma dies.,The New Jedi Order: Star by Star,7,Legends,4,0,Other
24 ABY,24,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,The Diversity Alliance is defeated by the Solo twins.,,0,Legends,5,0,Other
24 ABY,24,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Jan Dodonna dies.,The New Essential Guide to Characters,1,Legends,6,0,Other
24 ABY,24,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Yomin Carr infiltrates the Extragalactic Society.,,3,Legends,7,0,Other
24 ABY,24,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Luke Skywalker finds the lost Book of Sith in the ruins of Mount Tantiss.,Book of Sith: Secrets from the Dark Side,4,Legends,8,0,Other
24 ABY,24,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,An attempt by Czethros to return Black Sun to its former glory is thwarted by the Solo twins and their Jedi companions.,,8,Legends,9,0,Other
24 ABY,24,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,The lightsaber of Obi-Wan Kenobi is found at Bast Castle on Vjun.,,5,Legends,10,0,Other
24 ABY,24,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Lando Calrissian establishes a mining operation in the Dubrillion system.,,6,Legends,11,0,Other
25 ABY,25,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,Greer Sonnel is diagnosed with Bloodburn syndrome., Numa in the Encyclopedia (content now obsolete; backup link),0,Canon,1,1,Other
25 ABY,25,After the Battle of Yavin (ABY),After the Battle of Yavin,The New Jedi Order era,,"The New Republic Historical Council sets the year of the Battle of Yavin to the year zero, adopting the current date system.",,3,Legends,2,1,Other
25 ABY,25,After the Battle of Yavin (ABY),After the Battle of Yavin,The New Jedi Order era,,Chewbacca dies at Sernpidal.,,2,Legends,3,1,Other
25 ABY,25,After the Battle of Yavin (ABY),After the Battle of Yavin,The New Jedi Order era,,"Sris Lehhett launches a bloody coup of the Centrality, declaring himself Scrivinir.",,1,Legends,4,1,Other
25 ABY,25,After the Battle of Yavin (ABY),After the Battle of Yavin,The New Jedi Order era,,The Yuuzhan Vong invade the galaxy.,,0,Legends,5,1,Other
26 ABY,26,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Duro becomes the first Core World to be conquered by the Yuuzhan Vong.,,5,Legends,1,0,Other
26 ABY,26,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Ben Skywalker is born to Luke Skywalker and Mara Jade.,,0,Legends,2,0,Other
26 ABY,26,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,"Destruction of Kalarba, its moon Indobok, and Hosk Station.",,1,Legends,3,0,Other
26 ABY,26,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,The Jedi Order is driven off Yavin 4 by the Yuuzhan Vong following their invasion of the world and the destruction of the Jedi Praxeum.,,2,Legends,4,0,Other
26 ABY,26,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Sriluur is overrun by the Yuuzhan Vong.,,3,Legends,5,0,Other
26 ABY,26,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Nyriaan is conquered by the Yuuzhan Vong.,Galaxy of Intrigue,4,Legends,6,0,Other
26 ABY,26,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Nal Hutta and Nar Shaddaa are Vongformed after the Yuuzhan Vong take total control of Hutt Space. The Hutts are forced to take refuge on Tatooine.,,6,Legends,7,0,Other
27 ABY,27,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,Temmin Wexley joins the New Republic Defense Fleet.,"Star Wars: Scum and Villainy: Case Files on the Galaxy's Most Notorious establishes that the New Republic issued a wanted poster for Rinnrivin Di in the year 8004 C.R.C.. Because Scum and Villainy also states that the escape from Cloud City took place in 7980 C.R.C., and Star Wars: Galactic Atlas dates that event to 3 ABY, 8004 C.R.C. converts to 27 ABY.",1,Canon,1,1,Other
27 ABY,27,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,The New Republic issues a wanted poster for crime lord Rinnrivin Di.,Phasma,0,Canon,2,1,Other
27 ABY,27,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,"Poe Dameron joins the New Republic Academy.      Failing to inspire action in the Senate and with public outcry over her parentage, Leia Organa founded the Resistance to act outside Republic restrictions.","According to Star Wars: The Rise of Skywalker: The Visual Dictionary, Temmin Wexley joined the New Republic Defense Fleet 7 years before the Starkiller Incident. Since Star Wars: Galactic Atlas dates the Incident to 34 ABY, Temmin Wexley must have joined the New Republic Defense Fleet in 27 ABY.",2,Canon,3,1,ST
27 ABY,27,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,"First YVH 1 droid, YVH 1-1A, is released.",,5,Legends,4,1,Other
27 ABY,27,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,The Bothans declare a state of ar'krai for the first time in millennia.,,0,Legends,5,1,Other
27 ABY,27,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,"The Yuuzhan Vong conquer Coruscant, renaming it for their dead home planet, Yuuzhan'tar. The New Republic relocates to Mon Calamari.",,1,Legends,6,1,Other
27 ABY,27,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Anakin Solo dies on Myrkr.,,2,Legends,7,1,Other
27 ABY,27,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Chief of State Borsk Fey'lya is killed.,,3,Legends,8,1,Other
27 ABY,27,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Cal Omas is elected Chief of State.,,9,Legends,9,1,Other
27 ABY,27,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Vestara Khai is born on Kesh.,,8,Legends,10,1,Other
27 ABY,27,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,The Voxyn are destroyed on Myrkr.,,7,Legends,11,1,Other
27 ABY,27,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Jacen Solo is imprisoned by the Yuuzhan Vong. While imprisoned he encounters Vergere.,,6,Legends,12,1,Other
27 ABY,27,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Tenel Ka Chume Ta' Djo becomes Queen Mother of the Hapes Consortium.,,4,Legends,13,1,Other
28 ABY,28,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,The New Republic is reorganized into the Galactic Federation of Free Alliances.,,1,Legends,1,0,Other
28 ABY,28,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Jacen Solo escapes his imprisonment.,,4,Legends,2,0,Other
28 ABY,28,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Ssi-ruuk foiled attempt of a second invasion of Bakura.,,3,Legends,3,0,Other
28 ABY,28,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Nas Choka is escalated to Warmaster.,,2,Legends,4,0,Other
28 ABY,28,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,The YVH-M droids are created by Lando Calrissian.,,0,Legends,5,0,Other
28 ABY,28,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,"Luke Skywalker's Jedi academy is destroyed by Ben Solo, bringing an end to the new generation of Jedi. Solo flees the site, but he is pursued by students Hennix, Tai and Voe. Fueled by the words of Snoke and Darth Sidious, Solo is torn apart by expectations as the heir to galactic heroes and turns to the dark side of the Force. Assuming the name Kylo Ren, he becomes the master of the Knights of Ren after killing his pursuers in a duel on Elphrona and a skirmish on the Minemoon of Mimban. Ren later becomes a First Order warlord.","According to Star Wars: The Rise of Skywalker: The Visual Dictionary, Poe Dameron began his New Republic Academy training 7 years before the Starkiller Incident. Since Star Wars: Galactic Atlas dates the Incident to 34 ABY, Poe must have started his academy training in 27 ABY., Vader Immortal: A Star Wars VR Series – Episode I, Star Wars: The Rise of Skywalker: The Visual Dictionary states that Luke Skywalker's Jedi academy was destroyed six years before the Starkiller Incident, which Star Wars: Galactic Atlas dates to 34 ABY. Therefore, the destruction must have taken place in 28 ABY., The Rise of Kylo Ren 1, The Rise of Kylo Ren 4, Star Wars: Complete Locations dates the creation of the Jedi Temple to around 4,000 years before the events of Star Wars: Episode III Revenge of the Sith. As the latter's events is established to have occurred in 19 BBY by Star Wars: Galactic Atlas, it could be found that the Jedi Temple was created around 4,000 years before the Battle of Yavin.",0,Canon,6,0,PT
28 ABY,28,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,Luke Skywalker goes into exile over Kylo Ren's fall to the dark side; he ultimately retreats to the ancient world of Ahch-To by a route inscribed upon a holographic map with his personal X-wing.,The Rise of Kylo Ren 3,1,Canon,7,0,Other
28 ABY,28,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,Senator Leia Organa resigns from the Galactic Senate following revelations of her parentage. Organa then begins forming the Resistance paramilitary group.," Numa in the Encyclopedia (content now obsolete; backup link), Star Wars: Episode VIII The Last Jedi",10,Canon,8,0,ST
28 ABY,28,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,The Bail Organa statue-dedication ceremony occurs., Numa in the Encyclopedia (content now obsolete; backup link),3,Canon,9,0,Other
28 ABY,28,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,Amaxine warrior crisis., Numa in the Encyclopedia (content now obsolete; backup link),4,Canon,10,0,Other
28 ABY,28,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,The mission to Bastatha occurs., Numa in the Encyclopedia (content now obsolete; backup link),5,Canon,11,0,Other
28 ABY,28,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,The Napkin Bombing occurs., Numa in the Encyclopedia (content now obsolete; backup link),6,Canon,12,0,Other
28 ABY,28,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,The mission to Sibensko occurs., Numa in the Encyclopedia (content now obsolete; backup link),7,Canon,13,0,Other
28 ABY,28,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,Tai-Lin Garr's assassination occurs., Numa in the Encyclopedia (content now obsolete; backup link),8,Canon,14,0,Other
28 ABY,28,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,Tai-Lin Garr's memorial service occurs., Numa in the Encyclopedia (content now obsolete; backup link),9,Canon,15,0,Other
28 ABY,28,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,Han Solo and Leia Organa drift apart.,Vader Immortal: A Star Wars VR Series – Episode I,2,Canon,16,0,Other
28 ABY,28,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,Carise Sindian is expelled from Elder Houses., Numa in the Encyclopedia (content now obsolete; backup link),11,Canon,17,0,Other
28 ABY,28,New Republic Era (5–34 ABY),New Republic Era,Peace (5–28 ABY),,Allegiant General Enric Pryde is issued the Steadfast Resurgent-class Star Destroyer by Supreme Leader Snoke.,Vader Immortal: A Star Wars VR Series – Episode I,12,Canon,18,0,Other
29 ABY,29,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Jacen Solo begins his search for the Force in an effort to determine if Vergere is right.,,3,Legends,1,1,Other
29 ABY,29,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Zonama Sekot forges a peace accord between the Galactic Alliance and the Yuuzhan Vong. The war ends after five years of fighting.,,2,Legends,2,1,Other
29 ABY,29,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Radical—and still partially obscure—changes occur in the Chiss Expansionary Defense Force and Chiss society in general.,,4,Legends,3,1,Other
29 ABY,29,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Coruscant is liberated from the Yuuzhan Vong.,,0,Legends,4,1,Other
29 ABY,29,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Dissolution of the Smugglers' Alliance.,,1,Legends,5,1,Other
29 ABY,29,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,Gial Ackbar dies.,,5,Legends,6,1,Other
29 ABY,29,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,"BB-8 is built on Hosnian Prime.      Burdened with expectations of galactic heroes, frustrated with their vision of himself, and seeing himself abandoned, Ben Solo renounced his family's legacy.","The Star Wars: The Rise of Skywalker: The Visual Dictionary dates the formation of the Resistance to six years before the Starkiller Incident, which  Star Wars: Galactic Atlas dates to 34 ABY. Therefore, the Resistance must have been formed around the year 28 ABY., Vader Immortal: A Star Wars VR Series – Episode I",4,Canon,7,1,ST
29 ABY,29,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,R2-D2 goes into low-power mode.,"The Star Wars: The Rise of Skywalker: The Visual Dictionary dates the formation of the Resistance to six years before the Starkiller Incident, which  Star Wars: Galactic Atlas dates to 34 ABY. Therefore, the Resistance must have been formed around the year 28 ABY.",3,Canon,8,1,ST
29 ABY,29,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,Leia Organa begins to search for Luke Skywalker.,"The Star Wars: The Rise of Skywalker: The Visual Dictionary dates the formation of the Resistance to six years before the Starkiller Incident, which  Star Wars: Galactic Atlas dates to 34 ABY. Therefore, the Resistance must have been formed around the year 28 ABY.",2,Canon,9,1,ST
29 ABY,29,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,The Resistance is staffed to operational levels.,"The Star Wars: The Rise of Skywalker: The Visual Dictionary dates the formation of the Resistance to six years before the Starkiller Incident, which  Star Wars: Galactic Atlas dates to 34 ABY. Therefore, the Resistance must have been formed around the year 28 ABY.",1,Canon,10,1,ST
29 ABY,29,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,"World secede from the New Republic, publicly forming the political formation of the First Order. the Cold War begins.","The Star Wars: The Rise of Skywalker: The Visual Dictionary dates the formation of the Resistance to six years before the Starkiller Incident, which  Star Wars: Galactic Atlas dates to 34 ABY. Therefore, the Resistance must have been formed around the year 28 ABY.",0,Canon,11,1,ST
30 ABY,30,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,A new Jedi Academy is constructed on Ossus.,,0,Legends,1,0,Other
30 ABY,30,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,The last remaining Yuuzhan Vong are exiled from the galaxy.,,2,Legends,2,0,Other
30 ABY,30,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,The One Sith are founded on Korriban. (Approximate date),,3,Legends,3,0,Other
30 ABY,30,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,BB-8 is assigned to Poe Dameron.,Happenings stated to have occured five years before the Starkiller Incident in Star Wars: The Rise of Skywalker: The Visual Dictionary must have occured in 29 ABY. This is as Star Wars: Galactic Atlas dates the Incident to 34 ABY.,0,Canon,4,0,ST
30 ABY,30,New Republic Era (5–34 ABY),New Republic Era,Cold War (29–34 ABY),,Brendol Hux is killed.,"Star Wars: The Rise of Skywalker: The Visual Dictionary states that BB-8 was assigned to Poe Dameron four years before the Starkiller Incident, which Star Wars: Galactic Atlas dates to 34 ABY. Therefore, it could be found that BB-8 was assigned to Dameron in 30 ABY.",1,Canon,5,0,ST
30 ABY,30,After the Battle of Yavin (ABY),After the Battle of Yavin,0,,The Galactic Federation of Free Alliances moves it capital from Denon back to Coruscant.,,1,Legends,6,0,Other
