time,yr_cleaned,event,era,sub_era,start,y-key
17 BBY,17 BBY,"A'Sharad Hett, a Jedi survivor of Order 66, becomes a warlord of the Tusken Raiders and encounters Obi-Wan Kenobi during a raid. After losing a lightsaber duel to Kenobi, Hett is regarded as a disgrace among the Tusken Raiders and is eventually forced to leave Tatooine and become a bounty hunter.",Imperial Period,0,-17,0
17 BBY,17 BBY,"The Reconquest of the Rim comes to an end, with the Outer Rim Territories fully brought under the rule of the Galactic Empire.",Imperial Period,0,-17,1
17 BBY,17 BBY,Dak Ralter is born on Kalist VI.,Imperial Period,0,-17,2
17 BBY,17 BBY,"Hett encounters the spirit of the ancient Sith Lord XoXaan on Korriban and agrees to learn the ways of the Sith, spending decades training in the ancient Sith tombs on Korriban.",Imperial Period,0,-17,3
17 BBY,17 BBY,Darth Vader defeats all of the Sa Cuis clones and defeats the rebellious Dark Jedi Sheyvan in a lightsaber duel.,Imperial Period,0,-17,4
17 BBY,17 BBY,Mara Jade is born.,Imperial Period,0,-17,5
17 BBY,17 BBY,"Rodia experienced an internal coup when Navik the Red of the Chattza Clan conquered his rivals. Under its new leadership, the planet would become a free trading port and an emerging economic power.[1]",Imperial Period,0,-17,6
16 BBY,16 BBY,Havet Storm is born.,Imperial Period,0,-16,0
16 BBY,16 BBY,Boba Fett marries Sintas Vel.,Imperial Period,0,-16,1
16 BBY,16 BBY,Skee and his family flee to an unknown jungle planet during the Rodian Clan Wars.,Imperial Period,0,-16,2
15 BBY,15 BBY,"Ailyn Vel, daughter of Boba Fett and Sintas Vel, is born.",Imperial Period,0,-15,0
15 BBY,15 BBY,The Talz are enslaved by the Galactic Empire.,Imperial Period,0,-15,1
15 BBY,15 BBY,The Rego Mineral Company contacts Altor 14.,Imperial Period,0,-15,2
15 BBY,15 BBY,The Fromm Tower Droid is created.,Imperial Period,0,-15,3
15 BBY,15 BBY,Peace City is founded on Ylesia by Aruk Besadii Aora and Zavval.,Imperial Period,0,-15,4
15 BBY,15 BBY,The Justice Action Network is founded.,Imperial Period,0,-15,5
14 BBY,14 BBY,The Sartran Corporation is disbanded by the Galactic Empire.,Imperial Period,0,-14,0
14 BBY,14 BBY,Syal Antilles runs away from home and changes her name to Wynssa Starflare.,Imperial Period,0,-14,1
14 BBY,14 BBY,Cray Mingla is born.,Imperial Period,0,-14,2
14 BBY,14 BBY,Barab I joins the Galactic Empire.,Imperial Period,0,-14,3
13 BBY,13 BBY,The Renatasia system is re-discovered.,Imperial Period,0,-13,0
13 BBY,13 BBY,Han Solo wins the junior swoop racing championship of Corellia.,Imperial Period,0,-13,1
12 BBY,12 BBY,Teneniel Djo is born on Dathomir. (Approximate date),Imperial Period,0,-12,0
12 BBY,12 BBY,Han Solo wins the junior swoop racing championship for a second time.,Imperial Period,0,-12,1
12 BBY,12 BBY,A joint Imperial/Centrality invasion force conquers the Renatasia system after a brutal conflict.,Imperial Period,0,-12,2
12 BBY,12 BBY,The 501st Legion is dispatched to Kamino to eliminate an army of clone troopers created in opposition of the Galactic Empire.,Imperial Period,0,-12,3
11 BBY,11 BBY,Han Solo wins the swoop racing championship for the entire Corellian system.,Imperial Period,0,-11,0
11 BBY,11 BBY,Ruusan is rediscovered by the smuggler Jerg.,Imperial Period,0,-11,1
11 BBY,11 BBY,Soontir Fel is blackmailed from Corellia and enlists in the Academy of Carida.,Imperial Period,0,-11,2
11 BBY,11 BBY,Maridun is discovered by the Galactic Empire; slaving and mining operations are quickly established.,Imperial Period,0,-11,3
10 BBY,10 BBY,Beginning of the Reslian Purge.,Imperial Period,0,-10,0
10 BBY,10 BBY,"Han Solo escapes from Trader's Luck and begins life on his own, apart from Garris Shrike's band of space gypsies.",Imperial Period,0,-10,1
10 BBY,10 BBY,Gavin Darklighter is born on Tatooine.,Imperial Period,0,-10,2
10 BBY,10 BBY,The Second Great Droid Revolution occurs.,Imperial Period,0,-10,3
9 BBY,9 BBY,Dash Rendar enters the Imperial Academy.,Imperial Period,0,-9,0
9 BBY,9 BBY,"Following the fallout from the Battle of Kamino, the Empire begins to employ clones from different templates and non-clones into the Stormtrooper ranks.",Imperial Period,0,-9,1
9 BBY,9 BBY,The HWK-290 light freighter that would become Moldy Crow is manufactured.,Imperial Period,0,-9,2
9 BBY,9 BBY,Sienar Fleet Systems purchases the patents and production rights to the Eta-2 Actis-interceptor and Alpha-3 Nimbus V-wing from Kuat Systems Engineering.,Imperial Period,0,-9,3
9 BBY,9 BBY,Luke Skywalker contracts a case of Tatooine dust fever.,Imperial Period,0,-9,4
9 BBY,9 BBY,An entire village of settlers on Coveway is killed by the new Imperial garrison's commander.,Imperial Period,0,-9,5
9 BBY,9 BBY,"A groundquake crumbles Chadra-Fan civilization, converting those that survived into spacefaring nomads.",Imperial Period,0,-9,6
8 BBY,8 BBY,The Mecetti government nationalizes its key industries.,Imperial Period,0,-8,0
8 BBY,8 BBY,Venthan Chassu's Selonian nudes are displayed in the Coronet City Museum of Fine Art on Corellia.,Imperial Period,0,-8,1
8 BBY,8 BBY,The Contruum Rebellion begins.,Imperial Period,0,-8,2
8 BBY,8 BBY,"Han Solo earns the nickname ""Slick"" from Lieutenant Badure when he safely lands a malfunctioning U-33 orbital loadlifter.",Imperial Period,0,-8,3
8 BBY,8 BBY,Emperor Palpatine discovers a method of transferring his consciousness into a new body in a Holocron retrieved from Jedi Master Ashka Boda.,Imperial Period,0,-8,4
8 BBY,8 BBY,Eib sells Gryseium Incorporated to Rigis Corazon.,Imperial Period,0,-8,5
8 BBY,8 BBY,"The Mount Tantiss storehouse on Wayland completes construction. Its architects, the V'Droz brothers, are killed to keep it a secret.",Imperial Period,0,-8,6
7 BBY,7 BBY,Hargeeva is annexed by the Galactic Empire.,Imperial Period,0,-7,0
7 BBY,7 BBY,"On Falleen, two hundred thousand Falleen perish in a controlled Imperial bombardment of a city ruled by Xizor's father to quarantine the spread of a biological weapon.",Imperial Period,0,-7,1
7 BBY,7 BBY,Soontir Fel is assigned the 6th Squadron of the 37th Imperial Fighter Wing.,Imperial Period,0,-7,2
7 BBY,7 BBY,Fliry Vorru is sent to Kessel after being framed by Prince Xizor.,Imperial Period,0,-7,3
7 BBY,7 BBY,Ken is born on Kessel. Shortly after his birth he is spirited away to the Lost City of the Jedi on Yavin 4.,Imperial Period,0,-7,4
7 BBY,7 BBY,Kyp Durron is born on Deyer.,Imperial Period,0,-7,5
6 BBY,6 BBY,The Reslian Purge ends.,Imperial Period,0,-6,0
6 BBY,6 BBY,Pooja Naberrie becomes Senator of Naboo at age 20.,Imperial Period,0,-6,1
6 BBY,6 BBY,Loka Hask is expelled from the Imperial Academy. Han Solo graduates from the same institution.,Imperial Period,0,-6,2
6 BBY,6 BBY,Lando Calrissian visits Trammis III.,Imperial Period,0,-6,3
6 BBY,6 BBY,Captain Hoffner and Talon Karrde discovers the Katana Fleet.,Imperial Period,0,-6,4
6 BBY,6 BBY,The civil war on Garos IV comes to an end.,Imperial Period,0,-6,5
6 BBY,6 BBY,Xizor seizes control of Black Sun.,Imperial Period,0,-6,6
5 BBY,5 BBY,"Han Solo, now in a military academy, saves Chewbacca, now a slave, and is subsequently drummed out of the Imperial Navy. Chewbacca pledges a life-debt to Han Solo and remains his partner for the next three decades.",Imperial Period,0,-5,0
5 BBY,5 BBY,Gial Ackbar is assigned to be Wilhuff Tarkin's personal valet.,Imperial Period,0,-5,1
5 BBY,5 BBY,Lando Calrissian wins the Millennium Falcon in a game of sabacc.,Imperial Period,0,-5,2
5 BBY,5 BBY,Kyle Katarn enters the Imperial Academy of Carida.,Imperial Period,0,-5,3
5 BBY,5 BBY,"All life on the planet Tund is eradicated by Rokur Gepta, the last of the Sorcerers of Tund.",Imperial Period,0,-5,4
4 BBY,4 BBY,"Navik the Red attempts to slaughter Greedo's family, forcing them to flee to Nar Shaddaa.",Imperial Period,0,-4,0
4 BBY,4 BBY,"Jorj Car'das's starship is commandeered by a Bpfasshi Dark Jedi. The vessel crashes on Dagobah, where Yoda kills the Dark Jedi and heals Car'das.",Imperial Period,0,-4,1
4 BBY,4 BBY,The Service Special blaster pistol is developed.,Imperial Period,0,-4,2
4 BBY,4 BBY,Slyder moves onboard the Star of Empire.,Imperial Period,0,-4,3
4 BBY,4 BBY,"On Zelos II, an attack on the capital city of Kryndyn by a horde of nocturnal predators resulted in the death of the planet's leaders. In response, general Galleros Nul declared a state of emergency and launched a successful counterattack. However, Nul, who had no intention giving up his power, did not lift the state of emergency.[168][169]",Imperial Period,0,-4,4
4 BBY,4 BBY,Lando Calrissian discovers the Mindharp; its accidental activation causes massive changes in the Rafa system.,Imperial Period,0,-4,5
3 BBY,3 BBY,Tavell Geen becomes Scrivinir of the Centrality.,Imperial Period,0,-3,0
3 BBY,3 BBY,"Gallofree Yards, Inc. goes bankrupt.",Imperial Period,0,-3,1
3 BBY,3 BBY,Juno Eclipse participates in the Bombing of Callos.,Imperial Period,0,-3,2
3 BBY,3 BBY,The Tsoss Beacon is constructed.,Imperial Period,0,-3,3
3 BBY,3 BBY,Narg is taken over by the Galactic Empire.,Imperial Period,0,-3,4
3 BBY,3 BBY,Imperial Research Station 61 is built on Wayland.,Imperial Period,0,-3,5
3 BBY,3 BBY,"The Rebel spy post, Ghost Base, is discovered and captured by the Galactic Empire.",Imperial Period,0,-3,6
3 BBY,3 BBY,Lando Calrissian saves the Oswaft people and kills Rokur Gepta.,Imperial Period,0,-3,7
3 BBY,3 BBY,"Canna Omonda becomes senator of Chandrila, replacing Mon Mothma.",Imperial Period,0,-3,8
3 BBY,3 BBY,The first recorded encounter with a Yarkora.,Imperial Period,0,-3,9
2 BBY,2 BBY,The Alliance Starfighter Corps is created.,Imperial Period,0,-2,0
2 BBY,2 BBY,"The Rebel Alliance begins Operation Skyhook, a series of campaigns to gain information about the Death Star.",Imperial Period,0,-2,1
2 BBY,2 BBY,"Shaak Ti, one of the last surviving members of the Jedi High Council at the time of Order 66, is killed on Felucia by Galen Marek.",Imperial Period,0,-2,2
2 BBY,2 BBY,"Marek, under orders from Vader, seeks out the secret enemies of the Empire and convinces them to organize to actively fight the Emperor.",Imperial Period,0,-2,3
2 BBY,2 BBY,Marek ultimately turns against both Vader and Palpatine and is killed by Palpatine during a confrontation on the first Death Star.,Imperial Period,0,-2,4
2 BBY,2 BBY,"Inspired by the death of Galen Marek, the Corellian Treaty is signed, giving birth to the Alliance to Restore the Republic.",Imperial Period,0,-2,5
2 BBY,2 BBY,The Galactic Civil War begins.,Imperial Period,0,-2,6
2 BBY,2 BBY,"Meant to eventually overthrow the Emperor, Darth Vader sends a secret apprentice, Galen Marek (primarily known by his code name, Starkiller), to hunt down and eradicate the last of the Jedi, including Rahm Kota (though he would survive his encounter with Starkiller) and Kazdan Paratus.",Imperial Period,0,-2,7
2 BBY,2 BBY,Jabba Desilijic Tiure takes formal control of the Desilijic kajidic after killing the offspring of Jiliac Desilijic Tiron.,Imperial Period,0,-2,8
2 BBY,2 BBY,The Cult of Varn is developed on Kamar.,Imperial Period,0,-2,9
2 BBY,2 BBY,Han Solo wins the Millennium Falcon from Lando Calrissian during a sabacc tournament on Cloud City.,Imperial Period,0,-2,10
2 BBY,2 BBY,"Hart-and-Parn Gorra-Fiolla, Han Solo, Chewbacca and Odumin disrupted the Bonadan slave trade.",Imperial Period,0,-2,11
2 BBY,2 BBY,Greedo befriends Anky Fremp on Nar Shaddaa.,Imperial Period,0,-2,12
2 BBY,2 BBY,Demetrius Zaarin becomes Grand Admiral at New Year Fete Week.,Imperial Period,0,-2,13
2 BBY,2 BBY,Corellian Diktat Dupas Thomree dies.,Imperial Period,0,-2,14
2 BBY,2 BBY,Han Solo and Chewbacca attempt a clotheslegging scheme in the Cron Drift.,Imperial Period,0,-2,15
2 BBY,2 BBY,Lumiya enrolls at the Coruscani Pilot Institute.,Imperial Period,0,-2,16
2 BBY,2 BBY,Large phrikite deposits are located on Gromas 16.,Imperial Period,0,-2,17
2 BBY,2 BBY,Emperor Palpatine creates the position of Grand Admiral.,Imperial Period,0,-2,18
1 BBY,1 BBY,See battles & missions in the Galactic Civil War for this year,Imperial Period,0,-1,0
1 BBY,1 BBY,"Lumpawaroo, son of Chewbacca and Mallatobuck, is born on Kashyyyk.",Imperial Period,0,-1,1
1 BBY,1 BBY,"A group of Moffs led by Trachta, plot to overthrow Emperor Palpatine and Darth Vader. The plot fails and almost all of the conspirators are met with unspeakable deaths.",Imperial Period,0,-1,2
1 BBY,1 BBY,"Darth Vader attempts to create a stable clone of Galen Marek on Kamino. One clone of Marek, known simply as ""Starkiller"" (like Galen Marek originally was), escapes and rescues General Rahm Kota on Cato Neimoidia. Though reluctant at first, Starkiller joins the Rebel Alliance.",Imperial Period,0,-1,3
1 BBY,1 BBY,"Thanks to Starkiller's efforts, the Rebel Alliance win one of their first victories against the Empire at the Assault on Kamino. Darth Vader is captured by the Rebels, but escapes shortly afterwards.",Imperial Period,0,-1,4
0 BBY,0 BBY,"The Imperial Senate is formally disbanded, giving Emperor Palpatine absolute power.[170]",The Rebellion era,0,0,0
0 BBY,0 BBY,Despayre is destroyed by the Death Star in the first official test of the Death Star's superlaser.[170],The Rebellion era,0,0,1
0 BBY,0 BBY,See battles & missions in the Galactic Civil War for this year,The Rebellion era,0,0,2
0 BBY,0 BBY,The last of the Houk–Weequay conflicts takes place when the Galactic Empire subjugates Sriluur.[22],The Rebellion era,0,0,3
0 BBY,0 BBY,The first Death Star finishes construction.[170],The Rebellion era,0,0,4
0 ABY,0 ABY,Construction begins on the second Death Star.,After the Battle of Yavin (ABY),Rebellion era (continued),0,5
0 ABY,0 ABY,"The Super Star Destroyer Executor is launched under the command of Captain Kendal Ozzel. It is dispatched to destroy the Rebel base on Yavin. However, a miscalculation from Admiral Griff allows the Rebels to escape.",After the Battle of Yavin (ABY),Rebellion era (continued),0,6
0 ABY,0 ABY,Lumiya infiltrates the Rebel Alliance.,After the Battle of Yavin (ABY),Rebellion era (continued),0,7
0 ABY,0 ABY,Beginning of the Krantian Civil War.,After the Battle of Yavin (ABY),Rebellion era (continued),0,8
0 ABY,0 ABY,Mon Calamari joins the Rebel Alliance.,After the Battle of Yavin (ABY),Rebellion era (continued),0,9
0 BBY,0 BBY,"Following the Battle of Yavin, Luke, Han, and Chewbacca all formally join the Rebel Alliance.[170]",The Rebellion era,0,0,10
0 BBY,0 BBY,"The Battle of Yavin begins when the Death Star arrives in the Yavin system with intent to destroy Yavin 4. A force of X-Wing starfighters is sent to destroy the Death Star following the successful analysis of the Death Star plans; though many Rebel fighters are destroyed, Luke Skywalker is successful in destroying the station thanks to the timely intervention of Han Solo in the Millennium Falcon. Grand Moff Tarkin, who is onboard the Death Star at the time of the station's destruction, is killed. The Alliance's victory at the Battle of Yavin marks a major turning point in the Galactic Civil War.[170]",The Rebellion era,0,0,11
0 ABY,0 ABY,"The Bounty Hunter Wars begin with the collapse of the Bounty Hunters' Guild. The guild is split into two separate groups, the True Guild and the Guild Reform Committee.",After the Battle of Yavin (ABY),Rebellion era (continued),0,12
0 BBY,0 BBY,"Luke, Leia, and the droids arrive at the Rebel Alliance's hidden base on Yavin 4, where they subsequently analyze the Death Star plans to discover a potential weakness in the station; they find one in the form of a thermal exhaust port.[170]",The Rebellion era,0,0,13
0 BBY,0 BBY,"Luke and Obi-Wan acquire the services of Han Solo and Chewbacca, who agree to take them to Alderaan onboard his ship, the Millennium Falcon. However, they are captured by the Death Star upon entering the system.[170]",The Rebellion era,0,0,14
0 BBY,0 BBY,"The Rebel Alliance claim what they consider to be their first major victory against the Galactic Empire at the Battle of Toprawa, obtaining a full set of plans for the Death Star, which are then transmitted to Princess Leia Organa onboard her personal starship, the Tantive IV.[170]",The Rebellion era,0,0,15
0 BBY,0 BBY,"Princess Leia attempts to deliver the Death Star plans to her adoptive father, Bail Organa, on Alderaan, and also attempts to recruit the exiled Jedi Obi-Wan Kenobi into the Alliance, but is captured by Darth Vader in orbit above Tatooine before she can.[170]",The Rebellion era,0,0,16
0 BBY,0 BBY,"Leia places the plans into the memory systems of the astromech droid R2-D2. R2-D2, along with the protocol droid C-3PO, escape to the surface of Tatooine, where they are recovered by a band of Jawas and subsequently sold to moisture farmer Owen Lars and his nephew Luke Skywalker.[170]",The Rebellion era,0,0,17
0 BBY,0 BBY,"In an attempt to locate Obi-Wan Kenobi, R2-D2 flees into the Jundland Wastes, but is recaptured by Luke and C-3PO. The three are attacked by a band of Tusken Raiders, but are subsequently rescued by Kenobi.[170]",The Rebellion era,0,0,18
0 BBY,0 BBY,"The Desert Sands are dispatched to the surface of Tatooine to recover the Death Star plans. Though they are unable to find the plans, they track their last known location to the Lars homestead, where they kill both Owen and Beru Lars. After this, Luke agrees to help Kenobi return the plans to the Rebel Alliance and announces his intent to become a Jedi.[170]",The Rebellion era,0,0,19
0 BBY,0 BBY,"Leia Organa is rescued by Luke, Han and Chewbacca. Kenobi confronts Darth Vader for the first time since their duel on Mustafar nineteen years previously. He allows himself to be struck down by Vader to buy time for Luke and his friends to escape the Death Star onboard the Millennium Falcon, but lives on as a Force ghost.[170]",The Rebellion era,0,0,20
0 BBY,0 BBY,"Leia Organa is incarcerated onboard the Death Star. When she fails to yield the location of the Rebel Alliance's hidden base, her home planet, Alderaan, is ordered destroyed by Grand Moff Wilhuff Tarkin. Bail Organa is killed in the planet's destruction.[170]",The Rebellion era,0,0,21
0 BBY,0 BBY,Admiral Natasi Daala is sent to oversee the Maw Installation by Grand Moff Tarkin.[171],The Rebellion era,0,0,22
0 ABY,0 ABY,Sarkli defects to the Empire.,After the Battle of Yavin (ABY),Rebellion era (continued),0,23
0 ABY,0 ABY,See battles & missions in the Galactic Civil War for this year,After the Battle of Yavin (ABY),Rebellion era (continued),0,24
0 ABY,0 ABY,Tycho Celchu defects to the Rebel Alliance.,After the Battle of Yavin (ABY),Rebellion era (continued),0,25
1 ABY,1 ABY,See battles & missions in the Galactic Civil War for this year,After the Battle of Yavin (ABY),0,1,0
1 ABY,1 ABY,"Zef Ando, a Rodian squatter, claims the abandoned Lars homestead as his own.",After the Battle of Yavin (ABY),0,1,1
1 ABY,1 ABY,Crix Madine defects from the Empire to the Alliance.,After the Battle of Yavin (ABY),0,1,2
1 ABY,1 ABY,Jaden Korr is born. (Approximate date),After the Battle of Yavin (ABY),0,1,3
1 ABY,1 ABY,The Codex of Tython is discovered on Dantooine.,After the Battle of Yavin (ABY),0,1,4
1 ABY,1 ABY,Imperial forces seize Bakura.,After the Battle of Yavin (ABY),0,1,5
1 ABY,1 ABY,Han Solo and a small Alliance fleet are hired by an unknown party to assault an Imperial space station to rescue an unidentified imprisoned spacer. They manage to escape aboard the Millennium Falcon to Tansarii Point Station.,After the Battle of Yavin (ABY),0,1,6
2 ABY,2 ABY,Corran Horn becomes an officer in the Corellian Security Force.,After the Battle of Yavin (ABY),0,2,0
2 ABY,2 ABY,"An Imperial force led by Darth Vader catches up to some of the Rebels on Ord Mantell. It is here that Emperor Palpatine learns the name of the Rebel who destroyed the Death Star, Luke Skywalker, but withholds this information from Darth Vader until the time is right. While on Ord Mantell, Skorr, a bounty hunter working for Jabba the Hutt, nearly captures Han Solo.",After the Battle of Yavin (ABY),0,2,1
2 ABY,2 ABY,Luke Skywalker and Leia Organa discover the Kaiburr crystal on Mimban.,After the Battle of Yavin (ABY),0,2,2
2 ABY,2 ABY,See battles & missions in the Galactic Civil War for this year,After the Battle of Yavin (ABY),0,2,3
2 ABY,2 ABY,Echo Base is constructed on Hoth to serve as the Rebel Alliance's primary command center.,After the Battle of Yavin (ABY),0,2,4
2 ABY,2 ABY,Rogue Squadron is formed by Luke Skywalker.,After the Battle of Yavin (ABY),0,2,5
3 ABY,3 ABY,"Luke Skywalker discovers Jedi Master Yoda on Dagobah, and trains under him. When he receives disturbing visions of the future he halts his training but promises to return.[172]",After the Battle of Yavin (ABY),0,3,0
3 ABY,3 ABY,"Emperor Palpatine contacts Darth Vader aboard the Super Star Destroyer Executor and reveals Luke Skywalker's parentage to Vader. Vader suggests a plan to capture and convert Luke rather than kill him as originally suggested. Seeing the potential a more powerful apprentice would have, Palpatine agrees.[172]",After the Battle of Yavin (ABY),0,3,1
3 ABY,3 ABY,Admiral Kendal Ozzel is killed by Darth Vader for incompetence and Captain Firmus Piett assumes command of Vader's fleet.[172],After the Battle of Yavin (ABY),0,3,2
3 ABY,3 ABY,"The Battle of Hoth occurs when the Empire discovers Echo Base, successfully destroying the base.[172]",After the Battle of Yavin (ABY),0,3,3
3 ABY,3 ABY,Bespin is subjugated by the Galactic Empire.[172],After the Battle of Yavin (ABY),0,3,4
3 ABY,3 ABY,Boba Fett captures Han Solo to take him to Jabba Desilijic Tiure after Solo is frozen in carbonite on Cloud City. Lando Calrissian joins the Rebel Alliance.[172],After the Battle of Yavin (ABY),0,3,5
3 ABY,3 ABY,Darth Vader duels Luke Skywalker in Cloud City and reveals that he is Luke's father.[172],After the Battle of Yavin (ABY),0,3,6
3 ABY,3 ABY,"After being driven off Hoth, the Alliance establishes Haven Base on Arbra.[173]",After the Battle of Yavin (ABY),0,3,7
3 ABY,3 ABY,Prince Xizor is killed by Darth Vader and Black Sun collapses.[174],After the Battle of Yavin (ABY),0,3,8
3 ABY,3 ABY,See battles & missions in the Galactic Civil War for this year,After the Battle of Yavin (ABY),0,3,9
4 ABY,4 ABY,Lumiya is made an Emperor's Hand and travels to Ziost to learn the ways of the Sith.,After the Battle of Yavin (ABY),The New Republic era,4,0
4 ABY,4 ABY,"Han Solo is rescued from Jabba Desilijic Tiure and Jabba is killed by Leia Organa. Boba Fett manages to escape the sarlacc, killing it.[175]",After the Battle of Yavin (ABY),The New Republic era,4,1
4 ABY,4 ABY,Yoda dies. Luke Skywalker learns that Leia Organa is his long-lost twin sister and eventually reveals this information to her.[175],After the Battle of Yavin (ABY),The New Republic era,4,2
4 ABY,4 ABY,"The Battle of Endor begins. Luke Skywalker surrenders to Darth Vader and the Rebel Alliance successfully destroys the shield generator with the help of the Ewoks. Luke duels with Vader. Darth Vader/Anakin Skywalker is redeemed to the light side of the Force by the efforts of Luke Skywalker. Anakin Skywalker kills Palpatine, saving his son's life, and dies on the light side. The prophecy of the Chosen One is fulfilled[175] as he brings balance to the Force.",After the Battle of Yavin (ABY),The New Republic era,4,3
4 ABY,4 ABY,"Lando Calrissian, Wedge Antilles and Nien Nunb destroy the second Death Star, bringing about the defining turning point in the Galactic Civil War. No longer under the sway of its dark Sith rulers, the Empire begins to tear itself apart through warlordism. Admiral Piett dies when the Executor crashes into the Death Star.[175]",After the Battle of Yavin (ABY),The New Republic era,4,4
4 ABY,4 ABY,"A celebration across the galaxy begins at the fall of the Empire and the death of Palpatine. Still on Endor, Luke catches a glimpse of the ghosts of Obi-Wan Kenobi, Yoda, and his father, Anakin Skywalker off away from the Ewok party.[175]",After the Battle of Yavin (ABY),The New Republic era,4,5
4 ABY,4 ABY,See battles & missions in the Galactic Civil War for this year,After the Battle of Yavin (ABY),The New Republic era,4,6
4 ABY,4 ABY,"A small Rebel task force responds to a distress call at Bakura. Converting into the Alliance of Free Planets, the Imperial and Alliance forces sign the Truce at Bakura, a ceasefire to work together to repel the invading Ssi-ruuk.",After the Battle of Yavin (ABY),The New Republic era,4,7
4 ABY,4 ABY,Beginning of the Imperial Civil War.,After the Battle of Yavin (ABY),The New Republic era,4,8
4 ABY,4 ABY,The New Republic is established.,After the Battle of Yavin (ABY),The New Republic era,4,9
4 ABY,4 ABY,Lowbacca is born on Kashyyyk.,After the Battle of Yavin (ABY),The New Republic era,4,10
4 ABY,4 ABY,Danni Quee is born on Commenor.,After the Battle of Yavin (ABY),The New Republic era,4,11
4 ABY,4 ABY,A'Sharad Hett emerges from the Sith tombs on Korriban and departs into the Unknown Regions.,After the Battle of Yavin (ABY),The New Republic era,4,12
4 ABY,4 ABY,Silya Shessaun dies.,After the Battle of Yavin (ABY),The New Republic era,4,13
4 ABY,4 ABY,The Nagai–Tof War is fought.,After the Battle of Yavin (ABY),The New Republic era,4,14
5 ABY,5 ABY,"Luke Skywalker attains the rank of General. Six months later, after Imperial forces under the command of Lord Shadowspawn fought to the last man against his army, he retires from the military.",After the Battle of Yavin (ABY),0,5,0
5 ABY,5 ABY,Sate Pestage dies.,After the Battle of Yavin (ABY),0,5,1
5 ABY,5 ABY,Ysanne Isard engages in a series of political maneuvers to damage the New Republic and seize control of the Empire.,After the Battle of Yavin (ABY),0,5,2
5 ABY,5 ABY,Zorba Desilijic Tiure's imprisonment on Kip finally ends after Kip is overrun by space pirates.,After the Battle of Yavin (ABY),0,5,3
5 ABY,5 ABY,See battles & missions in the Galactic Civil War for this year,After the Battle of Yavin (ABY),0,5,4
5 ABY,5 ABY,Trioculus takes control of the remnants of the Empire in opposition to Ysanne Isard. He is killed that same year and his position taken over by the imposter posing as Kadann who is killed later.,After the Battle of Yavin (ABY),0,5,5
6 ABY,6 ABY,End of the Krantian Civil War.,After the Battle of Yavin (ABY),0,6,0
6 ABY,6 ABY,Rogue Squadron reforms under Wedge Antilles.,After the Battle of Yavin (ABY),0,6,1
6 ABY,6 ABY,New Republic forces switch from the guerrilla tactics of the Alliance to a campaign of claiming important Core Worlds as the Empire's grip crumbles.,After the Battle of Yavin (ABY),0,6,2
6 ABY,6 ABY,Zsinj begins his campaign against the New Republic.,After the Battle of Yavin (ABY),0,6,3
6 ABY,6 ABY,Imperial Grand Admiral Octavian Grant defects to the New Republic.,After the Battle of Yavin (ABY),0,6,4
6 ABY,6 ABY,See battles & missions in the Galactic Civil War for this year,After the Battle of Yavin (ABY),0,6,5
7 ABY,7 ABY,Corran Horn learns about his Jedi heritage.,After the Battle of Yavin (ABY),0,7,0
7 ABY,7 ABY,The New Republic captures Coruscant from the Empire as it continues to deteriorate.,After the Battle of Yavin (ABY),0,7,1
7 ABY,7 ABY,Jagged Fel is born on Nirauan.,After the Battle of Yavin (ABY),0,7,2
7 ABY,7 ABY,"Ysanne Isard leaves an artificial virus called the Krytos virus that infects all non-Humans, behind on Coruscant to drain the New Republic's already strained resources and create an enmity between Humans and non-Humans. Together these are designed to tear the New Republic apart.",After the Battle of Yavin (ABY),0,7,3
7 ABY,7 ABY,Wedge Antilles and the rest of Rogue Squadron leave the New Republic military and begin the Bacta War against Ysanne Isard.,After the Battle of Yavin (ABY),0,7,4
7 ABY,7 ABY,Wedge Antilles and the former Rogue Squadron members attack Thyferra to get bacta for the New Republic.,After the Battle of Yavin (ABY),0,7,5
7 ABY,7 ABY,The New Republic receives the needed bacta from Wedge Antilles and the former Rogue Squadron to eliminate the plague. Isard fakes her death and disappears.,After the Battle of Yavin (ABY),0,7,6
7 ABY,7 ABY,Corran Horn and Mirax Terrik are married.,After the Battle of Yavin (ABY),0,7,7
7 ABY,7 ABY,See battles & missions in the Galactic Civil War for this year,After the Battle of Yavin (ABY),0,7,8
8 ABY,8 ABY,See battles & missions in the Galactic Civil War for this year,After the Battle of Yavin (ABY),0,8,0
8 ABY,8 ABY,Zsinj dies during the Battle of Dathomir.,After the Battle of Yavin (ABY),0,8,1
8 ABY,8 ABY,Anaxes joins the New Republic.,After the Battle of Yavin (ABY),0,8,2
8 ABY,8 ABY,Leia Organa marries Han Solo.,After the Battle of Yavin (ABY),0,8,3
8 ABY,8 ABY,Prince Isolder allies the Hapes Consortium with the New Republic.,After the Battle of Yavin (ABY),0,8,4
9 ABY,9 ABY,The Smugglers' Alliance is founded by Talon Karrde in order to assist the New Republic against Thrawn's forces.,After the Battle of Yavin (ABY),0,9,0
9 ABY,9 ABY,Jacen and Jaina Solo are born to Leia Organa and Han Solo.,After the Battle of Yavin (ABY),0,9,1
9 ABY,9 ABY,See battles & missions in the Galactic Civil War for this year,After the Battle of Yavin (ABY),0,9,2
