event,era,sub-era,sub-sub-era,year-cleaned,start,end,start+deprecated,end,yearcode,year-3,year-2,year,order-code,y-key
Siege of Arkanis.[142],New Republic Era (5–34 ABY),Galactic Civil War (continued; 5 ABY),,5 ABY,5,5,-4,5,4,continued; 5 ABY,continued; 5 ABY,5–34 ABY,861,19
Battle for Kuat Drive Yards.[142],New Republic Era (5–34 ABY),Galactic Civil War (continued; 5 ABY),,5 ABY,5,5,-4,5,4,continued; 5 ABY,continued; 5 ABY,5–34 ABY,862,20
Liberation of Kashyyyk.[142],New Republic Era (5–34 ABY),Galactic Civil War (continued; 5 ABY),,5 ABY,5,5,-4,5,4,continued; 5 ABY,continued; 5 ABY,5–34 ABY,863,21
The Empire attacks Chandrila during the Imperial-Republic peace talks.[142],New Republic Era (5–34 ABY),Galactic Civil War (continued; 5 ABY),,5 ABY,5,5,-4,5,4,continued; 5 ABY,continued; 5 ABY,5–34 ABY,864,22
The Naboo invasions occur.[201],New Republic Era (5–34 ABY),Galactic Civil War (continued; 5 ABY),,5 ABY,5,5,-4,5,4,continued; 5 ABY,continued; 5 ABY,5–34 ABY,865,23
The destruction of an abandoned weapons depot occurs.[549]      Many worlds overcame the control of the Empire with popular unrest throughout the galaxy.,New Republic Era (5–34 ABY),Galactic Civil War (continued; 5 ABY),,5 ABY,5,5,-4,5,4,continued; 5 ABY,continued; 5 ABY,5–34 ABY,866,24
The newly-founded Confederacy of Corporate Systems and the New Separatist Union adds to New Republic Chancellor Mon Mothma's worries as the Republic prepares to move its seat of power from Chandrila to the agricultural planet Nakadia.[575],New Republic Era (5–34 ABY),Galactic Civil War (continued; 5 ABY),,5 ABY,5,5,-4,5,4,continued; 5 ABY,continued; 5 ABY,5–34 ABY,867,25
"By this point, Brin Izisca had become a leader of the Church of the Force, and made holographic recordings of his teachings, including himself reading from the Journal of the Whills.[575]",New Republic Era (5–34 ABY),Galactic Civil War (continued; 5 ABY),,5 ABY,5,5,-4,5,4,continued; 5 ABY,continued; 5 ABY,5–34 ABY,868,26
"The Sovereign Latitudes of Maracavanya's Star Dreadnought, the Liberty's Misrule, destroys three Imperial II-class Star Destroyers.[575]",New Republic Era (5–34 ABY),Galactic Civil War (continued; 5 ABY),,5 ABY,5,5,-4,5,4,continued; 5 ABY,continued; 5 ABY,5–34 ABY,869,27
Senator Tolwar Wartol is arrested for attempting to assassinate Mon Mothma.[575],New Republic Era (5–34 ABY),Galactic Civil War (continued; 5 ABY),,5 ABY,5,5,-4,5,4,continued; 5 ABY,continued; 5 ABY,5–34 ABY,870,28
"Battle of Jakku. One year and four days after the Battle of Endor, New Republic forces and the bulk of the Imperial Navy engage on Jakku, with the Republic emerging victorious.[201]",New Republic Era (5–34 ABY),Galactic Civil War (continued; 5 ABY),,5 ABY,5,5,-4,5,4,continued; 5 ABY,continued; 5 ABY,5–34 ABY,871,29
"The Galactic Concordance. The New Republic and Galactic Empire cease hostilities, and both powers begin a process of disarmament.[49] The remaining forces of the Empire led by Grand Admiral Rae Sloane retreat to the Unknown Regions, rendezvousing with the fallen Emperor's personal Super Star Destroyer, the Eclipse.[575]",New Republic Era (5–34 ABY),Galactic Civil War (continued; 5 ABY),,5 ABY,5,5,-4,5,4,continued; 5 ABY,continued; 5 ABY,5–34 ABY,872,30
"The taming of the Unknown (5–15 ABY): The Imperial remnant that fled to the Unknown Regions is met by secret reinforcements in uncharted space. There, the remnant of the Empire grows in power, eventually becoming the First Order, and Imperial-era leaders such as Grand Admiral Rae Sloane, General Brendol Hux, and Allegiant General Enric Pryde make way for the rise of Snoke, heir apparent to the fallen Emperor. Some come to realize that their new leader was himself subservient to an unseen force.[31]",New Republic Era (5–34 ABY),Peace (5–28 ABY),,5 ABY,5,5,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,873,31
The Ryloth Insurgency ends.[142],New Republic Era (5–34 ABY),Peace (5–28 ABY),,5 ABY,5,5,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,874,32
"Ben Solo is born to Leia Organa and Han Solo.[575] By this point,[559] Leia Organa had concluded her year-long training with Luke Skywalker for she witnessed visions of the future, seeing where she would best serve the galaxy.[31]",New Republic Era (5–34 ABY),Peace (5–28 ABY),,5 ABY,5,5,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,875,33
Luke Skywalker begins searching the galaxy for lost lore of the Force.[576],New Republic Era (5–34 ABY),Peace (5–28 ABY),,5 ABY,5,5,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,876,34
Ahsoka Tano and Sabine Wren begin their search for Ezra Bridger. (chronology undefined)[463][577],New Republic Era (5–34 ABY),Peace (5–28 ABY),,5 ABY,5,5,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,877,35
"After the Galactic Civil War, the Cosmic Force becomes dormant and is seemingly quieted to those who could sense its presence. (Approximate date)[49]",New Republic Era (5–34 ABY),Peace (5–28 ABY),,5 ABY,5,5,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,878,36
Sometime after 5 ABY,New Republic Era (5–34 ABY),Peace (5–28 ABY),,5 ABY,5,5,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,879,37
An Imperial remnant has fled to the Queluhan Nebula in the Unknown Regions.[201],New Republic Era (5–34 ABY),Peace (5–28 ABY),,5 ABY,5,5,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,880,38
Tamara Ryvora is born.[578],New Republic Era (5–34 ABY),Peace (5–28 ABY),,5 ABY,5,5,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,881,39
Team Fireball is found.[578],New Republic Era (5–34 ABY),Peace (5–28 ABY),,5 ABY,5,5,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,882,40
Paige Tico is born[579] on Hays Minor.[580],New Republic Era (5–34 ABY),Peace (5–28 ABY),,6 ABY,6,6,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,883,0
Terex travels to Kaddak.[581],New Republic Era (5–34 ABY),Peace (5–28 ABY),,6 ABY,6,6,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,884,1
Terex obtains the Carrion Spike.[581],New Republic Era (5–34 ABY),Peace (5–28 ABY),,7 ABY,7,7,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,885,0
The Vorantis beat the Brightfox.[20],New Republic Era (5–34 ABY),Peace (5–28 ABY),,7 ABY,7,7,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,886,1
The second skirmish in the Mesulan Remnants Belt occurs.[20],New Republic Era (5–34 ABY),Peace (5–28 ABY),,7 ABY,7,7,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,887,2
"Poe Dameron begins to learn to fly starships from his mother, Shara Bey.[582]",New Republic Era (5–34 ABY),Peace (5–28 ABY),,8 ABY,8,8,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,888,0
"Gideon's Imperial remnant issues a bounty to multiple hunters on ""the Child""—a Force-sensitive member of Yoda's species named Grogu. Multiple parties clash in the ensuing hunt for the Child, with the Mandalorian bounty hunter Din Djarin emerging as the victor after undertaking a mission to Arvala-7.[584]",New Republic Era (5–34 ABY),Peace (5–28 ABY),,9 ABY,9,9,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,889,0
"Despite giving the Child to his Imperial clients, Din Djarin would not let go, and instead mounts a rescue of the Child.[585]",New Republic Era (5–34 ABY),Peace (5–28 ABY),,9 ABY,9,9,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,890,1
The skirmish on Sorgan occurs.[586],New Republic Era (5–34 ABY),Peace (5–28 ABY),,9 ABY,9,9,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,891,2
A hunt for Fennec Shand occurs.[587],New Republic Era (5–34 ABY),Peace (5–28 ABY),,9 ABY,9,9,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,892,3
The rescue of Qin occurs.[588],New Republic Era (5–34 ABY),Peace (5–28 ABY),,9 ABY,9,9,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,893,4
"A skirmish on Nevarro occurs. By this point,[589] the Mandalorian Darksaber was no longer in the possession of Bo-Katan Kryze,[95] and was instead held by Moff Gideon.[589]",New Republic Era (5–34 ABY),Peace (5–28 ABY),,9 ABY,9,9,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,894,5
Din Djarin undertakes a mission to Tatooine and later another to Trask.[590],New Republic Era (5–34 ABY),Peace (5–28 ABY),,9 ABY,9,9,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,895,6
"Din Djarin joins the Nite Owls in a mission to steal weapons from Gideon's Imperial remnant. Before parting ways, the leader of the Nite Owls, Bo-Katan Kryze, instructs Djarin to find her friend Ahsoka Tano on Corvus.[591]      The Mandalorian bounty hunter Din Djarin became like a father to Grogu, a child who was sought by others for his potential in the Force.",New Republic Era (5–34 ABY),Peace (5–28 ABY),,9 ABY,9,9,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,896,7
"Djarin attacks Moff Gideon's Nevarro Imperial base, discovering that Grogu, ""the Child,"" was sought for his midi-chlorians.[592]",New Republic Era (5–34 ABY),Peace (5–28 ABY),,9 ABY,9,9,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,897,8
"Djarin travels to Corvus along with Grogu, meeting Ahsoka Tano. Tano sees that she could not train Grogu, as Djarin had formed a paternal bond with the child, and in turn suggests that Djarin take Grogu to Tython, where the child could find his path in the Force.[593]",New Republic Era (5–34 ABY),Peace (5–28 ABY),,9 ABY,9,9,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,898,9
CS-9147 is born[594] in the Otomok system.[31],New Republic Era (5–34 ABY),Peace (5–28 ABY),,10 ABY,10,10,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,899,0
HF-3311 is born[595] on Gannaria.[31],New Republic Era (5–34 ABY),Peace (5–28 ABY),,10 ABY,10,10,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,900,1
Shara Bey dies.[560],New Republic Era (5–34 ABY),Peace (5–28 ABY),,10 ABY,10,10,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,901,2
"FN-2187, later known as Finn, is born.[49]",New Republic Era (5–34 ABY),Peace (5–28 ABY),,11 ABY,11,11,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,902,0
Rose Tico is born[596] on Hays Minor.[580],New Republic Era (5–34 ABY),Peace (5–28 ABY),,11 ABY,11,11,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,903,1
Korr Sella is born to Sondiv Sella and a fellow New Republic politician.[199],New Republic Era (5–34 ABY),Peace (5–28 ABY),,12 ABY,12,12,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,904,0
Tallissan Lintra is born.[14],New Republic Era (5–34 ABY),Peace (5–28 ABY),,12 ABY,12,12,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,905,1
Landonis Balthazar Calrissian's daughter is born.[597],New Republic Era (5–34 ABY),Peace (5–28 ABY),,13 ABY,13,13,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,906,0
Kaydel Ko Connix is born[598] on Dulathia.[14],New Republic Era (5–34 ABY),Peace (5–28 ABY),,13 ABY,13,13,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,907,1
ST-I4191 is born.[599],New Republic Era (5–34 ABY),Peace (5–28 ABY),,13 ABY,13,13,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,908,2
Naka Iit begins a career as a scavenger on the planet Jakku.[346],New Republic Era (5–34 ABY),Peace (5–28 ABY),,14 ABY,14,14,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,909,0
Devi is born.[560],New Republic Era (5–34 ABY),Peace (5–28 ABY),,14 ABY,14,14,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,910,1
Strunk is born.[560],New Republic Era (5–34 ABY),Peace (5–28 ABY),,14 ABY,14,14,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,911,2
Kazuda Xiono is born.[600],New Republic Era (5–34 ABY),Peace (5–28 ABY),,14 ABY,14,14,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,912,3
Rey is born.[11],New Republic Era (5–34 ABY),Peace (5–28 ABY),,15 ABY,15,15,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,913,0
"Luke Skywalker restores the Jedi Order.[601]      Ben Solo was sent to train under Luke Skywalker, and Leia Organa eventually resumed her work in the Senate.",New Republic Era (5–34 ABY),Peace (5–28 ABY),,15 ABY,15,15,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,914,1
Ben Solo begins training with Jedi Master Luke Skywalker.[11],New Republic Era (5–34 ABY),Peace (5–28 ABY),,15 ABY,15,15,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,915,2
Landonis Balthazar Calrissian's daughter is abducted by the First Order.[602],New Republic Era (5–34 ABY),Peace (5–28 ABY),,15 ABY,15,15,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,916,3
Izal Garsea is born[603] on the Meridian.[604],New Republic Era (5–34 ABY),Peace (5–28 ABY),,16 ABY,16,16,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,917,0
NK-Witell-class freighter is introduced.[560],New Republic Era (5–34 ABY),Peace (5–28 ABY),,17 ABY,17,17,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,918,0
Torra Doza is born.[605],New Republic Era (5–34 ABY),Peace (5–28 ABY),,18 ABY,18,18,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,919,0
Jac Lodain is born.[606],New Republic Era (5–34 ABY),Peace (5–28 ABY),,18 ABY,18,18,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,920,1
Poe Dameron leaves home and joins the Spice Runners of Kijimi.[607],New Republic Era (5–34 ABY),Peace (5–28 ABY),,18 ABY,18,18,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,921,2
Yama Dex is born on Corellia.[608],New Republic Era (5–34 ABY),Peace (5–28 ABY),,19 ABY,19,19,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,922,0
Exantor Divo graduates from the Hosnian Prime Academy of Law Enforcement.[37],New Republic Era (5–34 ABY),Peace (5–28 ABY),,19 ABY,19,19,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,923,1
Mattis Banz is born on Durkteel.[609],New Republic Era (5–34 ABY),Peace (5–28 ABY),,20 ABY,20,20,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,924,0
The First Order begins using Rinnrivin Di's cartel and the Amaxine warriors to procure funds for constructing its navy.[199],New Republic Era (5–34 ABY),Peace (5–28 ABY),,21 ABY,21,21,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,925,0
Sith loyalist Ochi of Bestoon kills Rey's father and mother after the pair[610] sold Rey to Unkar Plutt on Jakku in hopes of isolating the youngling from the reach of the Sith.[31],New Republic Era (5–34 ABY),Peace (5–28 ABY),,21 ABY,21,21,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,926,1
"Luke Skywalker and Lando Calrissian undertakes a mission to Pasaana,[611] in which the duo tracks Ochi of Bestoon after Skywalker sensed a disturbance in the Force. The two fail to find Ochi, who eventually dies on Pasaana. Calrissian stays on the planet after finding peace and a sense of community amongst the local Aki-Aki.[31]",New Republic Era (5–34 ABY),Peace (5–28 ABY),,21 ABY,21,21,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,927,2
Poe Dameron leaves the Spice Runners of Kijimi and returns home.[612],New Republic Era (5–34 ABY),Peace (5–28 ABY),,23 ABY,23,23,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,928,0
The Scyre warriors Phasma and Frey joins the First Order.[613],New Republic Era (5–34 ABY),Peace (5–28 ABY),,24 ABY,24,24,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,929,0
Joph Seastriker enrolls in the New Republic Academy.[199],New Republic Era (5–34 ABY),Peace (5–28 ABY),,24 ABY,24,24,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,930,1
Greer Sonnel is diagnosed with Bloodburn syndrome.[199],New Republic Era (5–34 ABY),Peace (5–28 ABY),,25 ABY,25,25,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,931,0
The New Republic issues a wanted poster for crime lord Rinnrivin Di.[614],New Republic Era (5–34 ABY),Peace (5–28 ABY),,27 ABY,27,27,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,932,0
Temmin Wexley joins the New Republic Defense Fleet.[615],New Republic Era (5–34 ABY),Peace (5–28 ABY),,27 ABY,27,27,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,933,1
"Poe Dameron joins the New Republic Academy.[616]      Failing to inspire action in the Senate and with public outcry over her parentage, Leia Organa founded the Resistance to act outside Republic restrictions.",New Republic Era (5–34 ABY),Peace (5–28 ABY),,27 ABY,27,27,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,934,2
"Luke Skywalker's Jedi academy is destroyed[617] by Ben Solo,[31] bringing an end to the new generation of Jedi. Solo flees the site, but he is pursued by students Hennix, Tai and Voe.[618] Fueled by the words of Snoke and Darth Sidious, Solo is torn apart by expectations as the heir to galactic heroes and turns to the dark side of the Force. Assuming the name Kylo Ren, he becomes the master of the Knights of Ren after killing his pursuers[619] in a duel on Elphrona[620] and a skirmish on the Minemoon of Mimban.[619] Ren later becomes a First Order warlord.[49]",New Republic Era (5–34 ABY),Peace (5–28 ABY),,28 ABY,28,28,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,935,0
Luke Skywalker goes into exile over Kylo Ren's fall to the dark side; he ultimately retreats to the ancient world of Ahch-To by a route inscribed upon a holographic map with his personal X-wing.[621],New Republic Era (5–34 ABY),Peace (5–28 ABY),,28 ABY,28,28,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,936,1
Han Solo and Leia Organa drift apart.[31],New Republic Era (5–34 ABY),Peace (5–28 ABY),,28 ABY,28,28,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,937,2
The Bail Organa statue-dedication ceremony occurs.[199],New Republic Era (5–34 ABY),Peace (5–28 ABY),,28 ABY,28,28,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,938,3
Amaxine warrior crisis.[199],New Republic Era (5–34 ABY),Peace (5–28 ABY),,28 ABY,28,28,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,939,4
The mission to Bastatha occurs.[199],New Republic Era (5–34 ABY),Peace (5–28 ABY),,28 ABY,28,28,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,940,5
The Napkin Bombing occurs.[199],New Republic Era (5–34 ABY),Peace (5–28 ABY),,28 ABY,28,28,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,941,6
The mission to Sibensko occurs.[199],New Republic Era (5–34 ABY),Peace (5–28 ABY),,28 ABY,28,28,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,942,7
Tai-Lin Garr's assassination occurs.[199],New Republic Era (5–34 ABY),Peace (5–28 ABY),,28 ABY,28,28,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,943,8
Tai-Lin Garr's memorial service occurs.[199],New Republic Era (5–34 ABY),Peace (5–28 ABY),,28 ABY,28,28,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,944,9
Senator Leia Organa resigns from the Galactic Senate following revelations of her parentage. Organa then begins forming the Resistance paramilitary group.[199][622],New Republic Era (5–34 ABY),Peace (5–28 ABY),,28 ABY,28,28,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,945,10
Carise Sindian is expelled from Elder Houses.[199],New Republic Era (5–34 ABY),Peace (5–28 ABY),,28 ABY,28,28,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,946,11
Allegiant General Enric Pryde is issued the Steadfast Resurgent-class Star Destroyer by Supreme Leader Snoke.[31],New Republic Era (5–34 ABY),Peace (5–28 ABY),,28 ABY,28,28,5,28,4,5–28 ABY,5–28 ABY,5–34 ABY,947,12
"World secede from the New Republic, publicly forming the political formation of the First Order. the Cold War begins.[623]",New Republic Era (5–34 ABY),Cold War (29–34 ABY),,29 ABY,29,29,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,948,0
The Resistance is staffed to operational levels.[623],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,29 ABY,29,29,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,949,1
Leia Organa begins to search for Luke Skywalker.[623],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,29 ABY,29,29,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,950,2
R2-D2 goes into low-power mode.[623],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,29 ABY,29,29,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,951,3
"BB-8 is built[623] on Hosnian Prime.[31]      Burdened with expectations of galactic heroes, frustrated with their vision of himself, and seeing himself abandoned, Ben Solo renounced his family's legacy.",New Republic Era (5–34 ABY),Cold War (29–34 ABY),,29 ABY,29,29,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,952,4
BB-8 is assigned to Poe Dameron.[624],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,30 ABY,30,30,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,953,0
Brendol Hux is killed.[625],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,30 ABY,30,30,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,954,1
Race for the Lost Treasure of Count Dooku.[626],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,31 ABY,31,31,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,955,0
Poe Dameron and BB-8 leaves the New Republic for the Resistance.[627],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,31 ABY,31,31,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,956,1
Poe Dameron forms Black Squadron and begins searching for Lor San Tekka; the Hunt for Lor San Tekka commences.[628],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,32 ABY,32,32,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,957,0
Senator Lanever Villecham is elected Chancellor of the New Republic.[49],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,33 ABY,33,33,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,958,0
The Suraz engagement occurs.[560],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,33 ABY,33,33,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,959,1
The skirmish in OR-Kappa-2722 occurs.[560],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,33 ABY,33,33,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,960,2
The mission to Taul occurs.[629],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,33 ABY,33,33,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,961,3
The rescue of Admiral Ackbar occurs.[629],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,33 ABY,33,33,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,962,4
The mission to rendezvous with the Resistance occurs.[578],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,33 ABY,33,33,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,963,5
Operation: Sabre Strike occurs.[560],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,33 ABY,33,33,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,964,6
The mission to Ovanis occurs.[630],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,33 ABY,33,33,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,965,7
The mission to Megalox Beta occurs.[631],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,33 ABY,33,33,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,966,8
The skirmish on Pheryon occurs.[632],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,34 ABY,34,34,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,967,0
The mission to Kaddak occurs.[581],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,34 ABY,34,34,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,968,1
"A battle over a desert planet occurs.[633]      Both in search of the self-exiled Luke Skywalker, Poe Dameron served Leia Organa faithfully and without compromising others, whilst First Order forces led by Agent Terex razed through worlds and pursued their own ambitions en route.",New Republic Era (5–34 ABY),Cold War (29–34 ABY),,34 ABY,34,34,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,969,2
The funeral of L'ulo L'ampar occurs.[634],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,34 ABY,34,34,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,970,3
A mission to obtain fuel occurs.[635],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,34 ABY,34,34,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,971,4
The mission to Spalex occurs.[636],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,34 ABY,34,34,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,972,5
The mission to Cato Neimoidia occurs.[637],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,34 ABY,34,34,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,973,6
The mission to Pillio occurs.[549],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,34 ABY,34,34,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,974,7
Rescue of Lor San Tekka occurs.[638],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,34 ABY,34,34,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,975,8
Missions against pirates in the Cassander sector occurs.[639],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,34 ABY,34,34,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,976,9
Kazuda Xiono embarks on a mission to spy on First Order activity at the Colossus platform on Castilon.[578],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,34 ABY,34,34,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,977,10
Race between Kazuda Xiono and Torra Doza[578],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,34 ABY,34,34,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,978,11
Raid on the Colossus[640],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,34 ABY,34,34,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,979,12
Mission to Doza Tower[641],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,34 ABY,34,34,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,980,13
Hunt for Eila and Kel[642],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,34 ABY,34,34,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,981,14
Second raid on the Colossus[643],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,34 ABY,34,34,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,982,15
Platform Classic[644],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,34 ABY,34,34,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,983,16
Second mission to Doza Tower[645],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,34 ABY,34,34,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,984,17
Mission to Station Theta Black[646],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,34 ABY,34,34,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,985,18
"All Aces Battle Royale[647]      Imanuel Doza yielded the Colossus to ""First Order protection"" following threats to his daughter. However, Doza eventually atoned for his apathy, joining his family and friends in confronting the oppression of the First Order.  ",New Republic Era (5–34 ABY),Cold War (29–34 ABY),,34 ABY,34,34,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,986,19
Bibo incident[648],New Republic Era (5–34 ABY),Cold War (29–34 ABY),,34 ABY,34,34,29,34,4,29–34 ABY,29–34 ABY,5–34 ABY,987,20
